Query_label	Target_label	%identity	aligment_length	#mismatches	#gap_opens	start_Q	end_Q	start_T	end_T	E_value	Bit_score
sp|P00062|CYC_SAMNI	sp|P99999|CYC_HUMAN	64.71	102	36	0	9	110	2	103	3e-45	 145
sp|P00054|CYC_SESIN	sp|P99999|CYC_HUMAN	70.59	102	30	0	9	110	2	103	2e-51	 160
sp|P00060|CYC_SOLLC	sp|P99999|CYC_HUMAN	68.63	102	32	0	9	110	2	103	5e-48	 152
sp|P00061|CYC_SOLTU	sp|P99999|CYC_HUMAN	66.67	102	34	0	9	110	2	103	6e-47	 149
sp|P00073|CYC_SPIOL	sp|P99999|CYC_HUMAN	67.65	102	33	0	9	110	2	103	7e-48	 151
sp|Q41346|CYC_STELP	sp|P99999|CYC_HUMAN	61.76	102	39	0	6	107	2	103	5e-42	 136
sp|P00067|CYC_TROMA	sp|P99999|CYC_HUMAN	65.69	102	35	0	9	110	2	103	4e-47	 149
sp|P00052|CYC_VIGRR	sp|P99999|CYC_HUMAN	64.71	102	36	0	9	110	2	103	8e-46	 146
sp|P00068|CYC_WHEAT	sp|P99999|CYC_HUMAN	66.35	104	35	0	9	112	2	105	3e-48	 152
sp|P40782|CYPR1_CYNCA	sp|P07339|CATD_HUMAN	50.49	103	51	0	371	473	308	410	3e-28	 115
sp|P32954|CYSP1_CARCN	sp|P43235|CATK_HUMAN	69.44	36	11	0	4	39	118	153	4e-13	61.6
sp|P32955|CYSP2_CARCN	sp|P43235|CATK_HUMAN	64.29	42	15	0	2	43	116	157	4e-12	58.9
sp|P32956|CYSP3_CARCN	sp|P43235|CATK_HUMAN	71.43	35	10	0	2	36	116	150	1e-13	63.2
sp|Q40143|CYSP3_SOLLC	sp|P09668|CATH_HUMAN	52.23	314	146	4	43	354	21	332	3e-108	 323
sp|P32957|CYSP4_CARCN	sp|P43235|CATK_HUMAN	66.67	42	14	0	2	43	116	157	3e-14	64.7
sp|P20721|CYSPL_SOLLC	sp|P25774|CATS_HUMAN	46.58	219	109	5	18	232	115	329	1e-59	 197
sp|Q8LMR2|DCL1_ORYSJ	sp|Q9UPY3|DICER_HUMAN	33.33	138	72	3	1198	1325	944	1071	3e-12	72.0
sp|Q9SJF3|DCP1_ARATH	sp|Q8IZD4|DCP1B_HUMAN	42.74	117	67	0	17	133	14	130	3e-30	 122
sp|O80458|DDPS1_ARATH	sp|Q86SQ9|DHDDS_HUMAN	37.17	226	138	2	70	293	25	248	3e-46	 161
sp|Q8LH03|DDRGK_ORYSJ	sp|Q96HY6|DDRGK_HUMAN	52.17	115	55	0	164	278	188	302	2e-32	 124
sp|Q9XFY6|DEE76_CHLPR	sp|Q9H9S4|CB39L_HUMAN	52.00	300	140	3	19	316	32	329	4e-103	 309
sp|Q9FV53|DEF1A_ARATH	sp|Q9HBH1|DEFM_HUMAN	39.77	171	103	0	82	252	66	236	1e-36	 132
sp|B6RGY0|DEF1A_ORYSJ	sp|Q9HBH1|DEFM_HUMAN	41.92	167	97	0	74	240	67	233	4e-38	 136
sp|Q9FUZ0|DEF1A_SOLLC	sp|Q9HBH1|DEFM_HUMAN	40.00	170	102	0	91	260	67	236	9e-40	 141
sp|P23706|DEFA_ANTMA	sp|Q02080|MEF2B_HUMAN	55.93	59	26	0	1	59	1	59	4e-16	75.9
sp|Q3E6S8|DGP14_ARATH	sp|Q92743|HTRA1_HUMAN	42.41	323	158	10	149	457	172	480	7e-66	 222
sp|Q9FJP9|DHSB3_ARATH	sp|P21912|SDHB_HUMAN	61.14	229	87	2	67	294	40	267	2e-103	 307
sp|Q9XF62|DIP13_CHLRE	sp|O43805|SSNA1_HUMAN	61.90	105	40	0	1	105	1	105	2e-40	 133
sp|P30722|DNAK_PAVLU	sp|P38646|GRP75_HUMAN	52.60	616	286	4	4	616	55	667	0.0	 617
sp|A0T0H7|DNAK_PHATC	sp|P38646|GRP75_HUMAN	53.71	579	264	2	2	578	53	629	0.0	 626
sp|Q2QXB3|DOHH1_ORYSJ	sp|Q9BU89|DOHH_HUMAN	40.00	125	75	0	174	298	7	131	6e-24	99.8
sp|Q2QLW3|DOHH2_ORYSJ	sp|Q9BU89|DOHH_HUMAN	40.00	125	75	0	157	281	7	131	1e-24	 101
sp|Q94JW0|DOHH_ARATH	sp|Q9BU89|DOHH_HUMAN	43.20	125	71	0	172	296	7	131	1e-27	 110
sp|Q0DJA3|DRB3_ORYSJ	sp|Q8N122|RPTOR_HUMAN	67.09	79	26	0	359	437	52	130	1e-28	 119
sp|Q05762|DRTS1_ARATH	sp|P04818|TYSY_HUMAN	65.38	286	99	0	234	519	28	313	5e-140	 410
sp|Q05763|DRTS2_ARATH	sp|P04818|TYSY_HUMAN	65.73	286	98	0	280	565	28	313	2e-140	 413
sp|O81395|DRTS_MAIZE	sp|P04818|TYSY_HUMAN	65.03	286	100	0	236	521	28	313	1e-141	 414
sp|Q2QRX6|DRTS_ORYSJ	sp|P04818|TYSY_HUMAN	65.38	286	99	0	209	494	28	313	7e-140	 409
sp|Q9STG6|DUT_ARATH	sp|P33316|DUT_HUMAN	62.04	137	52	0	29	165	114	250	1e-52	 170
sp|Q10FF9|DUT_ORYSJ	sp|P33316|DUT_HUMAN	63.50	137	50	0	34	170	114	250	4e-54	 175
sp|P32518|DUT_SOLLC	sp|P33316|DUT_HUMAN	62.77	137	51	0	32	168	114	250	6e-53	 171
sp|Q39580|DYL1_CHLRE	sp|Q96FJ2|DYL2_HUMAN	94.12	85	5	0	7	91	5	89	5e-57	 173
sp|Q39591|DYL4_CHLRE	sp|Q8N427|TXND3_HUMAN	40.16	122	69	4	5	124	12	131	5e-21	88.6
sp|Q9FV70|E2FC_ARATH	sp|Q16254|E2F4_HUMAN	46.45	183	94	3	155	335	17	197	4e-43	 157
sp|P35450|EFGC_PEA	sp|Q969S9|RRF2M_HUMAN	66.67	132	44	0	10	141	66	197	9e-55	 184
sp|Q9XHM1|EIF3C_MEDTR	sp|Q99613|EIF3C_HUMAN	36.99	146	92	0	51	196	39	184	3e-19	93.6
sp|Q8LEF3|ELOF1_ARATH	sp|P60002|ELOF1_HUMAN	47.62	63	33	0	19	81	20	82	3e-15	67.4
sp|Q8LHP0|ELOF1_ORYSJ	sp|P60002|ELOF1_HUMAN	46.88	64	34	0	19	82	20	83	2e-17	72.0
sp|Q93ZR1|ELP3_ARATH	sp|Q9H9T3|ELP3_HUMAN	73.98	538	140	0	27	564	9	546	0.0	 829
sp|Q7X7L3|ELP3_ORYSJ	sp|Q9H9T3|ELP3_HUMAN	74.54	538	137	0	35	572	9	546	0.0	 828
sp|P31683|ENO_CHLRE	sp|P09104|ENOG_HUMAN	67.12	371	118	3	1	369	62	430	5e-180	 511
sp|Q8W4M7|ERCC2_ARATH	sp|P18074|ERCC2_HUMAN	55.62	730	324	0	1	730	1	730	0.0	 871
sp|P35614|ERF1Z_ARATH	sp|P62495|ERF1_HUMAN	76.30	422	96	2	1	420	1	420	0.0	 660
sp|O48651|ERG1_PANGI	sp|Q14534|ERG1_HUMAN	44.51	483	254	8	43	518	93	568	9e-123	 376
sp|Q96319|ERH_ARATH	sp|P84090|ERH_HUMAN	45.00	100	55	0	9	108	3	102	5e-29	 103
sp|A2XQV4|ETFB_ORYSI	sp|P38117|ETFB_HUMAN	60.71	252	99	0	1	252	4	255	2e-107	 315
sp|Q7F9U3|ETFB_ORYSJ	sp|P38117|ETFB_HUMAN	61.11	252	98	0	1	252	4	255	7e-108	 316
sp|P27582|FABG6_BRANA	sp|Q92506|DHB8_HUMAN	51.45	138	65	2	63	199	123	259	5e-37	 132
sp|Q8LB33|FB330_ARATH	sp|Q9UKC9|FBXL2_HUMAN	28.32	226	154	2	81	302	182	403	5e-18	84.3
sp|Q9SDA8|FBL10_ARATH	sp|Q96IG2|FXL20_HUMAN	28.51	221	152	5	313	530	104	321	4e-15	77.8
sp|Q03488|FBP1_PETHY	sp|Q02078|MEF2A_HUMAN	50.72	69	34	0	1	69	1	69	2e-16	77.8
sp|Q9C6S1|FH14_ARATH	sp|Q9Y4D1|DAAM1_HUMAN	28.13	423	266	13	786	1189	588	991	1e-40	 163
sp|O64905|FPPS_HELAN	sp|P14324|FPPS_HUMAN	44.57	341	183	4	4	341	82	419	6e-93	 286
sp|Q8LQJ9|FTSH4_ORYSJ	sp|Q96TA2|YMEL1_HUMAN	56.20	484	200	6	174	651	288	765	0.0	 543
sp|Q8LQJ8|FTSH5_ORYSJ	sp|Q96TA2|YMEL1_HUMAN	53.97	491	214	6	174	658	281	765	9e-178	 531
sp|Q0DHL4|FTSH8_ORYSJ	sp|Q9Y4W6|AFG32_HUMAN	51.56	735	282	20	93	790	65	762	0.0	 679
sp|O78516|FTSH_GUITH	sp|Q9Y4W6|AFG32_HUMAN	45.51	523	263	10	120	631	252	763	3e-142	 437
sp|P09672|G3PA_SINAL	sp|P04406|G3P_HUMAN	51.12	223	107	2	3	224	106	327	7e-71	 223
sp|P34920|G3PC_CHOCR	sp|P04406|G3P_HUMAN	66.87	332	110	0	1	332	1	332	4e-164	 465
sp|P54270|G3PC_GRAVE	sp|P04406|G3P_HUMAN	69.21	328	101	0	5	332	5	332	1e-168	 477
sp|P26988|G3P_PHYIN	sp|P04406|G3P_HUMAN	66.87	332	110	0	1	332	4	335	3e-168	 476
sp|P37830|G6PD_SOLTU	sp|P11413|G6PD_HUMAN	52.16	510	222	6	11	509	14	512	0.0	 532
sp|P54234|G6PI1_CLAAR	sp|P06744|G6PI_HUMAN	49.29	493	230	8	47	529	50	532	6e-160	 472
sp|P54235|G6PI1_CLACO	sp|P06744|G6PI_HUMAN	49.09	493	231	8	47	529	50	532	2e-160	 473
sp|P54236|G6PI1_CLAFR	sp|P06744|G6PI_HUMAN	49.29	493	230	8	47	529	50	532	7e-161	 474
sp|P34796|G6PI1_CLALE	sp|P06744|G6PI_HUMAN	49.49	493	229	8	47	529	50	532	1e-161	 476
sp|P54237|G6PI1_CLAMI	sp|P06744|G6PI_HUMAN	49.09	493	231	8	47	529	50	532	1e-160	 474
sp|P54238|G6PI1_CLARO	sp|P06744|G6PI_HUMAN	49.49	493	229	8	47	529	50	532	1e-161	 476
sp|P54239|G6PI1_CLAWI	sp|P06744|G6PI_HUMAN	48.88	493	232	8	47	529	50	532	2e-159	 471
sp|P54240|G6PI1_CLAXA	sp|P06744|G6PI_HUMAN	49.09	493	231	8	47	529	50	532	2e-160	 473
sp|P54241|G6PI2_CLACO	sp|P06744|G6PI_HUMAN	49.29	493	230	8	47	529	50	532	4e-160	 473
sp|P29333|G6PI2_CLALE	sp|P06744|G6PI_HUMAN	49.09	493	231	8	47	529	50	532	4e-159	 470
sp|P54242|G6PI2_CLAXA	sp|P06744|G6PI_HUMAN	49.09	493	231	8	47	529	50	532	1e-159	 471
sp|Q9FXM5|G6PI_ARAGE	sp|P06744|G6PI_HUMAN	50.20	492	225	7	49	530	51	532	2e-163	 481
sp|P54243|G6PI_OENME	sp|P06744|G6PI_HUMAN	49.29	493	230	8	47	529	50	532	2e-160	 473
sp|P51597|GCH1_EUGGR	sp|P30793|GCH1_HUMAN	70.00	80	24	0	1	80	138	217	2e-36	 125
sp|P51598|GCH1_MUCPU	sp|P30793|GCH1_HUMAN	65.00	80	28	0	1	80	138	217	1e-35	 123
sp|P25855|GCSH1_ARATH	sp|P23434|GCSH_HUMAN	48.41	126	65	0	32	157	42	167	2e-38	 131
sp|Q39732|GCSH_FLAAN	sp|P23434|GCSH_HUMAN	50.00	126	63	0	29	154	42	167	1e-40	 137
sp|P49359|GCSH_FLAPR	sp|P23434|GCSH_HUMAN	50.00	126	63	0	29	154	42	167	1e-40	 137
sp|P49360|GCSH_FLAPU	sp|P23434|GCSH_HUMAN	51.22	123	60	0	29	151	42	164	7e-40	 135
sp|P46485|GCSH_FLATR	sp|P23434|GCSH_HUMAN	52.46	122	58	0	35	156	46	167	2e-41	 139
sp|A2Z9B8|GCSH_ORYSI	sp|P23434|GCSH_HUMAN	47.62	126	66	0	32	157	42	167	5e-38	 130
sp|A3C6G9|GCSH_ORYSJ	sp|P23434|GCSH_HUMAN	47.62	126	66	0	32	157	42	167	5e-38	 130
sp|P16048|GCSH_PEA	sp|P23434|GCSH_HUMAN	47.11	121	64	0	37	157	47	167	3e-35	 123
sp|Q6L545|GID1_ORYSJ	sp|Q6P093|ADCL2_HUMAN	33.06	124	77	2	116	236	107	227	5e-15	75.5
sp|P27900|GL1_ARATH	sp|P10244|MYBB_HUMAN	47.90	119	58	3	11	127	78	194	1e-27	 111
sp|Q03378|GLOB_ANTMA	sp|Q02078|MEF2A_HUMAN	55.93	59	26	0	1	59	1	59	2e-15	74.7
sp|O81078|GLR29_ARATH	sp|P42261|GRIA1_HUMAN	22.72	898	556	33	8	836	5	833	5e-32	 134
sp|P55143|GLRX_RICCO	sp|Q9NS18|GLRX2_HUMAN	45.83	96	52	0	3	98	57	152	7e-26	96.7
sp|Q9ZR41|GLRX_SOLLC	sp|Q9NS18|GLRX2_HUMAN	43.62	94	53	0	5	98	59	152	3e-23	89.7
sp|O81187|GLRX_VERFO	sp|Q9NS18|GLRX2_HUMAN	48.89	90	46	0	7	96	61	150	6e-27	99.4
sp|P50433|GLYM_SOLTU	sp|P34897|GLYM_HUMAN	59.36	497	194	4	19	511	11	503	0.0	 607
sp|Q9SSE8|GLYT1_ARATH	sp|Q93063|EXT2_HUMAN	33.33	78	52	0	349	426	307	384	1e-11	67.0
sp|Q9LFP3|GLYT4_ARATH	sp|Q93063|EXT2_HUMAN	39.77	88	53	0	353	440	304	391	2e-15	79.0
sp|Q3E9A4|GLYT5_ARATH	sp|Q93063|EXT2_HUMAN	37.65	85	53	0	345	429	307	391	1e-13	73.2
sp|P59075|GMPR_PHYIN	sp|Q9P2T1|GMPR2_HUMAN	70.89	347	101	0	1	347	1	347	0.0	 524
sp|O49069|GPX4_GOSHI	sp|P36969|GPX4_HUMAN	49.04	157	76	3	9	163	39	193	5e-47	 154
sp|O82255|GRC13_ARATH	sp|Q9NS18|GLRX2_HUMAN	30.85	94	65	0	1	94	57	150	7e-13	61.6
sp|Q9LYC5|GRC14_ARATH	sp|Q9NS18|GLRX2_HUMAN	31.91	94	64	0	1	94	57	150	1e-13	63.5
sp|Q05966|GRP10_BRANA	sp|Q14011|CIRBP_HUMAN	50.00	76	38	0	7	82	7	82	9e-22	88.2
sp|Q03878|GRP1_DAUCA	sp|Q14011|CIRBP_HUMAN	52.44	82	39	0	1	82	1	82	8e-25	95.9
sp|P49310|GRP1_SINAL	sp|Q14011|CIRBP_HUMAN	50.00	76	38	0	9	84	7	82	1e-22	90.5
sp|Q9SVM8|GRP2_ARATH	sp|P98179|RBM3_HUMAN	48.68	76	39	0	36	111	7	82	7e-20	82.4
sp|Q99070|GRP2_SORBI	sp|Q14011|CIRBP_HUMAN	53.95	76	35	0	9	84	7	82	2e-23	92.8
sp|Q03250|GRP7_ARATH	sp|Q14011|CIRBP_HUMAN	44.57	92	51	0	9	100	7	98	3e-22	89.7
sp|Q03251|GRP8_ARATH	sp|Q14011|CIRBP_HUMAN	44.57	92	51	0	7	98	7	98	6e-21	85.9
sp|Q43472|GRP_HORVU	sp|Q14011|CIRBP_HUMAN	51.22	82	40	0	1	82	1	82	3e-22	89.4
sp|Q9LIF1|GRS10_ARATH	sp|Q9NS18|GLRX2_HUMAN	37.50	88	55	0	9	96	65	152	8e-14	63.9
sp|Q9M9Y9|GRS11_ARATH	sp|Q9NS18|GLRX2_HUMAN	29.79	94	66	0	1	94	57	150	8e-13	61.2
sp|Q0IWL9|GRS11_ORYSJ	sp|O76003|GLRX3_HUMAN	62.24	98	37	0	390	487	130	227	3e-34	 132
sp|Q0IWL9|GRS11_ORYSJ	sp|O76003|GLRX3_HUMAN	50.50	101	50	0	150	250	235	335	5e-30	 119
sp|Q8L8T2|GRXC1_ARATH	sp|Q9NS18|GLRX2_HUMAN	41.67	96	56	0	19	114	57	152	6e-22	87.0
sp|Q9FNE2|GRXC2_ARATH	sp|Q9NS18|GLRX2_HUMAN	42.71	96	55	0	3	98	57	152	1e-24	93.6
sp|Q9FVX1|GRXC3_ARATH	sp|Q86VQ6|TRXR3_HUMAN	45.19	104	57	0	24	127	46	149	2e-21	90.5
sp|Q8LFQ6|GRXC4_ARATH	sp|Q86VQ6|TRXR3_HUMAN	47.13	87	46	0	39	125	63	149	3e-20	87.0
sp|Q6K953|GRXC4_ORYSJ	sp|Q9NS18|GLRX2_HUMAN	41.67	96	56	0	29	124	57	152	1e-24	94.4
sp|P55142|GRXC6_ORYSJ	sp|Q9NS18|GLRX2_HUMAN	43.62	94	53	0	5	98	59	152	4e-25	95.1
sp|Q9SA68|GRXS1_ARATH	sp|Q9NS18|GLRX2_HUMAN	32.29	96	65	0	1	96	57	152	3e-11	57.0
sp|Q8L8Z8|GRXS2_ARATH	sp|Q9NS18|GLRX2_HUMAN	32.29	96	65	0	1	96	57	152	3e-15	68.2
sp|O23421|GRXS3_ARATH	sp|Q9NS18|GLRX2_HUMAN	38.46	91	56	0	4	94	60	150	7e-17	72.8
sp|O23419|GRXS4_ARATH	sp|Q9NS18|GLRX2_HUMAN	37.23	94	59	0	1	94	57	150	7e-17	72.8
sp|O23420|GRXS5_ARATH	sp|Q9NS18|GLRX2_HUMAN	38.46	91	56	0	4	94	60	150	9e-17	72.4
sp|Q6H628|GRXS6_ORYSJ	sp|Q9NS18|GLRX2_HUMAN	42.71	96	55	0	29	124	55	150	3e-22	87.8
sp|Q6NLU2|GRXS7_ARATH	sp|Q9NS18|GLRX2_HUMAN	35.11	94	61	0	1	94	57	150	5e-16	70.1
sp|O23417|GRXS8_ARATH	sp|Q9NS18|GLRX2_HUMAN	38.04	92	57	0	3	94	59	150	2e-16	71.2
sp|O04341|GRXS9_ARATH	sp|Q9NS18|GLRX2_HUMAN	38.37	86	53	0	9	94	65	150	6e-13	61.6
sp|P48641|GSHRC_ARATH	sp|P00390|GSHR_HUMAN	37.08	472	269	10	26	483	65	522	1e-88	 284
sp|O04955|GSHRC_BRARP	sp|P00390|GSHR_HUMAN	37.50	472	267	10	29	486	65	522	3e-91	 291
sp|P48642|GSHRC_ORYSJ	sp|P00390|GSHR_HUMAN	39.37	475	254	12	23	480	65	522	9e-95	 300
sp|Q43621|GSHRC_PEA	sp|P00390|GSHR_HUMAN	38.53	475	264	10	22	482	62	522	3e-96	 304
sp|Q43154|GSHRP_SPIOL	sp|P00390|GSHR_HUMAN	38.98	472	260	10	16	473	65	522	2e-92	 293
sp|P42760|GSTF1_ARATH	sp|P0CG29|GST2_HUMAN	29.08	196	131	4	3	194	2	193	3e-17	77.8
sp|Q9FGW9|GTE10_ARATH	sp|Q58F21|BRDT_HUMAN	43.33	90	51	0	166	255	37	126	3e-19	93.6
sp|Q93ZB7|GTE11_ARATH	sp|P25440|BRD2_HUMAN	42.05	88	51	0	136	223	86	173	4e-16	82.0
sp|Q84XV2|GTE1_ARATH	sp|P25440|BRD2_HUMAN	49.40	83	42	0	126	208	368	450	2e-23	 102
sp|Q84XV2|GTE1_ARATH	sp|P25440|BRD2_HUMAN	39.13	92	56	0	116	207	85	176	1e-18	87.4
sp|Q9LNC4|GTE4_ARATH	sp|O60885|BRD4_HUMAN	42.86	91	52	0	428	518	70	160	2e-16	84.0
sp|Q8H1D7|GTE5_ARATH	sp|P25440|BRD2_HUMAN	37.25	102	64	0	139	240	86	187	2e-16	82.0
sp|Q9LK27|GTE8_ARATH	sp|Q58F21|BRDT_HUMAN	48.31	89	46	0	182	270	38	126	1e-21	 100
sp|A9S3D3|GUF1_PHYPA	sp|Q8N442|GUF1_HUMAN	57.76	644	252	5	49	682	32	665	0.0	 754
sp|Q9XG56|H2A1_LILLO	sp|P04908|H2A1B_HUMAN	45.54	101	55	0	1	101	1	101	1e-23	90.1
sp|Q2HU68|H2A1_MEDTR	sp|Q96QV6|H2A1A_HUMAN	70.31	128	38	0	10	137	3	130	2e-58	 181
sp|P25469|H2A1_SOLLC	sp|Q96QV6|H2A1A_HUMAN	69.05	126	39	0	9	134	3	128	5e-57	 177
sp|Q9LD75|H2A2_LILLO	sp|Q96QV6|H2A1A_HUMAN	47.97	123	64	0	1	123	1	123	4e-33	 115
sp|Q2HU65|H2A2_MEDTR	sp|Q96QV6|H2A1A_HUMAN	77.12	118	27	0	13	130	5	122	8e-60	 184
sp|P02276|H2A2_WHEAT	sp|Q96QV6|H2A1A_HUMAN	69.92	123	37	0	12	134	6	128	3e-56	 176
sp|Q1S053|H2A3_MEDTR	sp|Q96QV6|H2A1A_HUMAN	77.12	118	27	0	14	131	5	122	6e-60	 185
sp|P02277|H2A3_WHEAT	sp|Q96QV6|H2A1A_HUMAN	68.50	127	40	0	11	137	5	131	2e-57	 178
sp|A2XZN0|H2A6_ORYSI	sp|Q96QV6|H2A1A_HUMAN	72.36	123	34	0	15	137	5	127	9e-57	 177
sp|Q75L11|H2A6_ORYSJ	sp|Q96QV6|H2A1A_HUMAN	72.36	123	34	0	15	137	5	127	9e-57	 177
sp|Q9FJE8|H2A7_ARATH	sp|Q96QV6|H2A1A_HUMAN	73.73	118	31	0	15	132	6	123	9e-58	 179
sp|Q9T0H7|H2A8_ARATH	sp|P0C0S5|H2AZ_HUMAN	72.53	91	25	0	28	118	25	115	3e-43	 140
sp|O23628|H2AV1_ARATH	sp|Q71UI9|H2AV_HUMAN	81.67	120	22	0	17	136	6	125	6e-66	 199
sp|Q9C944|H2AV3_ARATH	sp|Q71UI9|H2AV_HUMAN	78.40	125	27	0	10	134	1	125	3e-66	 200
sp|O65759|H2AX_CICAR	sp|Q96QV6|H2A1A_HUMAN	72.88	118	32	0	8	125	4	121	9e-58	 179
sp|P82897|H2A_OLILU	sp|Q9BTM1|H2AJ_HUMAN	80.60	67	13	0	1	67	46	112	6e-31	 107
sp|Q9LGI2|H2B10_ORYSJ	sp|P06899|H2B1J_HUMAN	74.51	102	26	0	52	153	24	125	6e-53	 167
sp|P30755|H2B1_MAIZE	sp|Q99880|H2B1L_HUMAN	73.27	101	27	0	51	151	25	125	6e-52	 164
sp|P27807|H2B1_WHEAT	sp|Q16778|H2B2E_HUMAN	71.82	110	31	0	43	152	16	125	2e-53	 168
sp|A2YWI3|H2B2_ORYSI	sp|P23527|H2B1O_HUMAN	73.08	104	28	0	47	150	22	125	1e-52	 166
sp|Q6ZBP3|H2B2_ORYSJ	sp|P23527|H2B1O_HUMAN	73.08	104	28	0	47	150	22	125	1e-52	 166
sp|Q43217|H2B3_WHEAT	sp|P06899|H2B1J_HUMAN	75.25	101	25	0	38	138	25	125	5e-53	 166
sp|P49120|H2B4_MAIZE	sp|Q99880|H2B1L_HUMAN	74.26	101	26	0	37	137	25	125	2e-52	 165
sp|A2WKT1|H2B6_ORYSI	sp|P23527|H2B1O_HUMAN	75.49	102	25	0	52	153	24	125	4e-53	 167
sp|A2WKS8|H2B7_ORYSI	sp|P06899|H2B1J_HUMAN	74.51	102	26	0	52	153	24	125	1e-52	 166
sp|Q7GBK0|H2B7_ORYSJ	sp|P06899|H2B1J_HUMAN	74.51	102	26	0	52	153	24	125	1e-52	 166
sp|A2WKS5|H2B8_ORYSI	sp|Q16778|H2B2E_HUMAN	75.49	102	25	0	52	153	24	125	3e-53	 167
sp|Q9LGH8|H2B8_ORYSJ	sp|Q16778|H2B2E_HUMAN	75.49	102	25	0	52	153	24	125	3e-53	 167
sp|A2Y7R3|H2B9_ORYSI	sp|P06899|H2B1J_HUMAN	74.51	102	26	0	51	152	24	125	3e-52	 165
sp|Q6F362|H2B9_ORYSJ	sp|P06899|H2B1J_HUMAN	74.51	102	26	0	51	152	24	125	3e-52	 165
sp|Q9MBF7|H2B_LILLO	sp|Q96A08|H2B1A_HUMAN	47.22	108	57	0	33	140	18	125	1e-25	97.1
sp|P59226|H32_ARATH	sp|Q71DI3|H32_HUMAN	97.06	136	4	0	1	136	1	136	1e-92	 267
sp|Q6LBE3|H32_ASPOF	sp|Q71DI3|H32_HUMAN	97.06	136	4	0	1	136	1	136	1e-92	 267
sp|Q6LCK1|H32_BRANA	sp|Q71DI3|H32_HUMAN	97.06	136	4	0	1	136	1	136	1e-92	 267
sp|Q5MYA4|H32_CICIN	sp|Q71DI3|H32_HUMAN	93.38	136	9	0	1	136	1	136	4e-88	 256
sp|P08903|H32_ENCAL	sp|Q71DI3|H32_HUMAN	97.79	136	3	0	1	136	1	136	5e-93	 268
sp|Q71T45|H32_EUPES	sp|Q71DI3|H32_HUMAN	97.06	136	4	0	1	136	1	136	1e-92	 267
sp|Q402E1|H32_LILLO	sp|Q71DI3|H32_HUMAN	96.32	136	5	0	1	136	1	136	6e-92	 266
sp|P69246|H32_MAIZE	sp|Q71DI3|H32_HUMAN	97.06	136	4	0	1	136	1	136	1e-92	 267
sp|P68429|H32_MEDSA	sp|Q71DI3|H32_HUMAN	97.06	136	4	0	1	136	1	136	1e-92	 267
sp|P68430|H32_ONOVI	sp|Q71DI3|H32_HUMAN	97.06	136	4	0	1	136	1	136	1e-92	 267
sp|A2Y533|H32_ORYSI	sp|Q71DI3|H32_HUMAN	97.06	136	4	0	1	136	1	136	1e-92	 267
sp|Q2RAD9|H32_ORYSJ	sp|Q71DI3|H32_HUMAN	97.06	136	4	0	1	136	1	136	1e-92	 267
sp|P68427|H32_PEA	sp|Q71DI3|H32_HUMAN	97.06	136	4	0	1	136	1	136	1e-92	 267
sp|P69248|H32_PETCR	sp|Q71DI3|H32_HUMAN	97.06	136	4	0	1	136	1	136	1e-92	 267
sp|Q76MV0|H32_TOBAC	sp|Q71DI3|H32_HUMAN	97.06	136	4	0	1	136	1	136	1e-92	 267
sp|P68428|H32_WHEAT	sp|Q71DI3|H32_HUMAN	97.06	136	4	0	1	136	1	136	1e-92	 267
sp|Q402E2|H33A_LILLO	sp|Q71DI3|H32_HUMAN	94.12	136	8	0	1	136	1	136	2e-90	 261
sp|P59169|H33_ARATH	sp|Q71DI3|H32_HUMAN	96.32	136	5	0	1	136	1	136	3e-92	 266
sp|Q6RUR1|H33_CAPAN	sp|Q71DI3|H32_HUMAN	96.32	136	5	0	1	136	1	136	3e-92	 266
sp|Q71V89|H33_GOSHI	sp|Q71DI3|H32_HUMAN	96.32	136	5	0	1	136	1	136	3e-92	 266
sp|P06353|H33_HORVU	sp|Q71DI3|H32_HUMAN	96.25	80	3	0	1	80	57	136	5e-51	 159
sp|Q3C2E5|H33_LOLMU	sp|Q71DI3|H32_HUMAN	96.32	136	5	0	1	136	1	136	3e-92	 266
sp|P69245|H33_LOLTE	sp|Q71DI3|H32_HUMAN	96.32	136	5	0	1	136	1	136	3e-92	 266
sp|P69244|H33_MEDSA	sp|Q71DI3|H32_HUMAN	96.32	136	5	0	1	136	1	136	3e-92	 266
sp|Q71U98|H33_ORYCO	sp|Q71DI3|H32_HUMAN	96.32	136	5	0	1	136	1	136	3e-92	 266
sp|A2XHJ3|H33_ORYSI	sp|Q71DI3|H32_HUMAN	96.32	136	5	0	1	136	1	136	3e-92	 266
sp|Q0JCT1|H33_ORYSJ	sp|Q71DI3|H32_HUMAN	96.32	136	5	0	1	136	1	136	3e-92	 266
sp|Q711T2|H33_PINPS	sp|Q71DI3|H32_HUMAN	96.32	136	5	0	1	136	1	136	3e-92	 266
sp|Q76N23|H33_TOBAC	sp|Q71DI3|H32_HUMAN	96.32	136	5	0	1	136	1	136	3e-92	 266
sp|Q71H73|H33_VITVI	sp|Q71DI3|H32_HUMAN	96.32	136	5	0	1	136	1	136	3e-92	 266
sp|Q9FX60|H3L1_ARATH	sp|Q71DI3|H32_HUMAN	91.18	136	12	0	1	136	1	136	5e-87	 253
sp|Q9LR02|H3L3_ARATH	sp|Q71DI3|H32_HUMAN	92.65	136	10	0	1	136	1	136	1e-88	 257
